Formatted_Date,Referee,HomeTeam,AwayTeam,HY,AY,HR,AR,Yellow_Cards,Red_Cards
19-08-2000,R Harris,Charlton,Man City,1,2,0,0,3,0
19-08-2000,G Barber,Chelsea,West Ham,1,2,0,0,3,0
19-08-2000,B Knight,Coventry,Middlesbrough,5,3,1,0,8,1
19-08-2000,A D'Urso,Derby,Southampton,1,1,0,0,2,0
19-08-2000,D Gallagher,Leeds,Everton,1,3,0,0,4,0
19-08-2000,M Riley,Leicester,Aston Villa,2,3,0,0,5,0
19-08-2000,P Durkin,Liverpool,Bradford,1,1,0,0,2,0
19-08-2000,S Dunn,Sunderland,Arsenal,3,1,0,1,4,1
19-08-2000,A Wiley,Tottenham,Ipswich,0,0,0,0,0,0
20-08-2000,S Lodge,Man United,Newcastle,0,1,0,0,1,0
21-08-2000,G Poll,Arsenal,Liverpool,2,4,1,2,6,3
22-08-2000,M Halsey,Bradford,Chelsea,0,1,0,0,1,0
22-08-2000,J Winter,Ipswich,Man United,1,4,0,0,5,0
22-08-2000,P Jones,Middlesbrough,Tottenham,2,1,0,0,3,0
23-08-2000,A Hall,Everton,Charlton,2,1,0,1,3,1
23-08-2000,D Ellaray,Man City,Sunderland,3,3,0,0,6,0
23-08-2000,D Gallagher,Newcastle,Derby,0,3,1,0,3,1
23-08-2000,F Taylor,Southampton,Coventry,5,3,0,0,8,0
23-08-2000,R Styles,West Ham,Leicester,3,3,1,0,6,1
26-08-2000,S Lodge,Arsenal,Charlton,0,1,0,0,1,0
26-08-2000,S Bennett,Bradford,Leicester,1,2,0,0,3,0
26-08-2000,M Riley,Everton,Derby,2,3,0,0,5,0
26-08-2000,G Poll,Ipswich,Sunderland,1,1,0,0,2,0
26-08-2000,A D'Urso,Man City,Coventry,2,3,0,0,5,0
26-08-2000,G Barber,Middlesbrough,Leeds,2,0,0,0,2,0
26-08-2000,D Ellaray,Newcastle,Tottenham,0,0,0,0,0,0
26-08-2000,J Winter,Southampton,Liverpool,0,0,0,0,0,0
26-08-2000,D Gallagher,West Ham,Man United,1,0,0,0,1,0
27-08-2000,P Durkin,Aston Villa,Chelsea,0,1,0,0,1,0
05-09-2000,G Poll,Leeds,Man City,2,2,0,0,4,0
05-09-2000,I Harris,Man United,Bradford,0,1,0,0,1,0
05-09-2000,P Jones,Sunderland,West Ham,2,3,0,0,5,0
05-09-2000,B Knight,Tottenham,Everton,1,2,0,0,3,0
06-09-2000,M Halsey,Charlton,Southampton,3,3,1,0,6,1
06-09-2000,M Riley,Chelsea,Arsenal,3,1,0,0,4,0
06-09-2000,A Wiley,Coventry,Newcastle,1,1,0,0,2,0
06-09-2000,R Styles,Derby,Middlesbrough,3,2,0,0,5,0
06-09-2000,P Taylor,Leicester,Ipswich,1,1,0,0,2,0
06-09-2000,N Barry,Liverpool,Aston Villa,0,2,0,0,2,0
09-09-2000,A Wiley,Bradford,Arsenal,0,2,0,0,2,0
09-09-2000,P Durkin,Coventry,Leeds,2,2,0,0,4,0
09-09-2000,A D'Urso,Ipswich,Aston Villa,1,3,0,0,4,0
09-09-2000,M Dean,Leicester,Southampton,0,0,0,0,0,0
09-09-2000,G Barber,Liverpool,Man City,3,4,0,0,7,0
09-09-2000,N Barry,Man United,Sunderland,1,3,0,0,4,0
09-09-2000,S Bennett,Middlesbrough,Everton,3,0,0,0,3,0
09-09-2000,G Poll,Newcastle,Chelsea,0,3,0,0,3,0
10-09-2000,P Jones,Derby,Charlton,3,1,0,0,4,0
11-09-2000,S Dunn,Tottenham,West Ham,1,2,0,0,3,0
16-09-2000,M Dean,Arsenal,Coventry,1,2,0,0,3,0
16-09-2000,R Styles,Aston Villa,Bradford,0,2,0,0,2,0
16-09-2000,J Winter,Charlton,Tottenham,0,0,0,0,0,0
16-09-2000,D Gallagher,Everton,Man United,4,1,0,0,5,0
16-09-2000,M Halsey,Leeds,Ipswich,1,3,0,0,4,0
16-09-2000,B Knight,Southampton,Newcastle,0,0,0,0,0,0
16-09-2000,P Taylor,Sunderland,Derby,2,3,0,0,5,0
17-09-2000,G Barber,Chelsea,Leicester,3,1,0,0,4,0
17-09-2000,S Lodge,Man City,Middlesbrough,2,5,0,0,7,0
17-09-2000,D Ellaray,West Ham,Liverpool,0,2,0,0,2,0
23-09-2000,S Dunn,Bradford,Southampton,3,1,0,0,4,0
23-09-2000,N Barry,Coventry,West Ham,0,1,0,0,1,0
23-09-2000,B Knight,Derby,Leeds,2,2,1,0,4,1
23-09-2000,P Durkin,Ipswich,Arsenal,1,2,0,0,3,0
23-09-2000,M Riley,Liverpool,Sunderland,2,2,0,0,4,0
23-09-2000,P Jones,Man United,Chelsea,3,2,0,0,5,0
23-09-2000,M Halsey,Middlesbrough,Aston Villa,3,0,0,0,3,0
23-09-2000,A D'Urso,Newcastle,Charlton,1,2,0,0,3,0
23-09-2000,S Bennett,Tottenham,Man City,0,2,0,0,2,0
24-09-2000,A Wiley,Leicester,Everton,3,1,0,0,4,0
30-09-2000,D Ellaray,Aston Villa,Derby,1,1,0,0,2,0
30-09-2000,R Styles,Charlton,Coventry,1,2,0,0,3,0
30-09-2000,J Winter,Everton,Ipswich,1,0,0,0,1,0
30-09-2000,N Barry,Leeds,Tottenham,0,2,0,0,2,0
30-09-2000,P Taylor,Man City,Newcastle,0,1,0,0,1,0
30-09-2000,G Poll,Southampton,Middlesbrough,2,2,0,0,4,0
30-09-2000,M Dean,West Ham,Bradford,3,2,0,0,5,0
01-10-2000,G Barber,Arsenal,Man United,2,3,0,0,5,0
01-10-2000,D Gallagher,Chelsea,Liverpool,1,1,0,0,2,0
01-10-2000,S Lodge,Sunderland,Leicester,3,1,0,0,4,0
14-10-2000,R Harris,Arsenal,Aston Villa,1,4,0,1,5,1
14-10-2000,P Jones,Coventry,Tottenham,0,4,1,0,4,1
14-10-2000,D Ellaray,Everton,Southampton,1,3,0,0,4,0
14-10-2000,N Barry,Ipswich,West Ham,0,4,0,0,4,0
14-10-2000,M Dean,Leeds,Charlton,0,1,0,0,1,0
14-10-2000,P Durkin,Leicester,Man United,0,0,0,0,0,0
14-10-2000,B Knight,Man City,Bradford,0,2,0,0,2,0
14-10-2000,J Winter,Sunderland,Chelsea,0,1,1,1,1,2
15-10-2000,S Bennett,Derby,Liverpool,1,1,0,0,2,0
16-10-2000,S Dunn,Middlesbrough,Newcastle,2,1,0,0,3,0
21-10-2000,P Taylor,Bradford,Ipswich,1,0,0,0,1,0
21-10-2000,M Riley,Charlton,Middlesbrough,2,2,0,0,4,0
21-10-2000,S Lodge,Chelsea,Coventry,0,1,0,1,1,1
21-10-2000,A D'Urso,Liverpool,Leicester,1,2,0,0,3,0
21-10-2000,J Winter,Man United,Leeds,0,2,0,0,2,0
21-10-2000,M Halsey,Newcastle,Everton,1,3,0,0,4,0
21-10-2000,M Dean,Tottenham,Derby,1,2,0,0,3,0
21-10-2000,D Gallagher,West Ham,Arsenal,1,0,0,0,1,0
22-10-2000,R Styles,Aston Villa,Sunderland,1,3,0,0,4,0
23-10-2000,A Wiley,Southampton,Man City,1,2,0,0,3,0
28-10-2000,R Styles,Arsenal,Man City,0,3,0,1,3,1
28-10-2000,D Gallagher,Aston Villa,Charlton,3,2,0,0,5,0
28-10-2000,S Dunn,Chelsea,Tottenham,3,3,0,0,6,0
28-10-2000,N Barry,Ipswich,Middlesbrough,0,2,0,0,2,0
28-10-2000,G Poll,Leicester,Derby,0,3,0,0,3,0
28-10-2000,A D'Urso,Man United,Southampton,0,0,0,0,0,0
28-10-2000,A Wiley,Sunderland,Coventry,2,2,0,0,4,0
28-10-2000,M Riley,West Ham,Newcastle,3,2,0,0,5,0
29-10-2000,S Lodge,Bradford,Leeds,3,4,0,0,7,0
29-10-2000,P Durkin,Liverpool,Everton,0,1,0,1,1,1
04-11-2000,N Barry,Charlton,Bradford,0,1,0,1,1,1
04-11-2000,G Poll,Coventry,Man United,1,1,0,0,2,0
04-11-2000,D Ellaray,Leeds,Liverpool,1,4,0,0,5,0
04-11-2000,M Halsey,Man City,Leicester,1,2,0,0,3,0
04-11-2000,A D'Urso,Middlesbrough,Arsenal,1,1,1,0,2,1
04-11-2000,A Wiley,Newcastle,Ipswich,1,0,0,0,1,0
04-11-2000,J Winter,Southampton,Chelsea,4,2,0,0,6,0
04-11-2000,D Gallagher,Tottenham,Sunderland,1,0,1,0,1,1
05-11-2000,S Lodge,Everton,Aston Villa,3,2,0,0,5,0
06-11-2000,P Durkin,Derby,West Ham,1,1,0,0,2,0
11-11-2000,S Lodge,Arsenal,Derby,0,2,0,0,2,0
11-11-2000,B Knight,Aston Villa,Tottenham,0,3,0,0,3,0
11-11-2000,R Harris,Bradford,Everton,1,2,0,0,3,0
11-11-2000,S Bennett,Ipswich,Charlton,0,2,0,0,2,0
11-11-2000,R Styles,Leicester,Newcastle,1,1,0,0,2,0
11-11-2000,P Durkin,Man United,Middlesbrough,0,0,0,0,0,0
11-11-2000,M Dean,Sunderland,Southampton,1,1,0,0,2,0
11-11-2000,J Winter,West Ham,Man City,1,1,0,0,2,0
12-11-2000,G Poll,Chelsea,Leeds,4,4,0,0,8,0
12-11-2000,M Riley,Liverpool,Coventry,1,0,0,0,1,0
18-11-2000,P Durkin,Charlton,Chelsea,2,3,0,0,5,0
18-11-2000,A D'Urso,Derby,Bradford,3,1,0,0,4,0
18-11-2000,M Riley,Everton,Arsenal,3,1,0,0,4,0
18-11-2000,P Taylor,Leeds,West Ham,1,1,0,0,2,0
18-11-2000,S Dunn,Man City,Man United,3,1,0,0,4,0
18-11-2000,A Wiley,Middlesbrough,Leicester,3,1,0,0,4,0
18-11-2000,G Poll,Newcastle,Sunderland,1,3,0,0,4,0
18-11-2000,P Jones,Southampton,Aston Villa,0,0,0,0,0,0
19-11-2000,M Halsey,Tottenham,Liverpool,1,2,0,0,3,0
20-11-2000,D Ellaray,Coventry,Ipswich,1,1,0,0,2,0
25-11-2000,S Dunn,Charlton,Sunderland,0,1,0,0,1,0
25-11-2000,J Winter,Coventry,Aston Villa,1,2,0,0,3,0
25-11-2000,D Ellaray,Derby,Man United,2,1,0,0,3,0
25-11-2000,R Styles,Everton,Chelsea,0,3,0,1,3,1
25-11-2000,M Dean,Man City,Ipswich,0,2,0,0,2,0
25-11-2000,P Taylor,Middlesbrough,Bradford,0,2,1,0,2,1
25-11-2000,S Bennett,Southampton,West Ham,1,2,0,0,3,0
25-11-2000,R Harris,Tottenham,Leicester,1,3,0,1,4,1
26-11-2000,D Gallagher,Leeds,Arsenal,1,7,0,0,8,0
26-11-2000,B Knight,Newcastle,Liverpool,3,2,0,0,5,0
02-12-2000,S Dunn,Arsenal,Southampton,0,2,0,0,2,0
02-12-2000,D Ellaray,Aston Villa,Newcastle,2,1,0,0,3,0
02-12-2000,M Dean,Bradford,Coventry,3,2,0,0,5,0
02-12-2000,M Halsey,Ipswich,Derby,1,1,0,0,2,0
02-12-2000,S Bennett,Leicester,Leeds,1,2,0,1,3,1
02-12-2000,R Styles,Liverpool,Charlton,1,1,0,0,2,0
02-12-2000,G Poll,Man United,Tottenham,2,1,0,0,3,0
02-12-2000,R Burton,West Ham,Middlesbrough,1,4,0,1,5,1
03-12-2000,D Gallagher,Chelsea,Man City,2,0,0,0,2,0
04-12-2000,P Jones,Sunderland,Everton,0,3,0,0,3,0
09-12-2000,M Dean,Arsenal,Newcastle,0,3,0,0,3,0
09-12-2000,N Barry,Bradford,Tottenham,2,0,0,0,2,0
09-12-2000,S Lodge,Charlton,Man United,0,1,0,0,1,0
09-12-2000,P Taylor,Chelsea,Derby,0,0,0,0,0,0
09-12-2000,S Bennett,Man City,Everton,0,1,0,0,1,0
09-12-2000,P Durkin,Southampton,Leeds,3,4,1,0,7,1
09-12-2000,G Poll,Sunderland,Middlesbrough,1,3,0,0,4,0
09-12-2000,M Riley,West Ham,Aston Villa,1,3,0,0,4,0
10-12-2000,S Dunn,Coventry,Leicester,0,1,0,0,1,0
10-12-2000,A Wiley,Liverpool,Ipswich,1,3,0,0,4,0
16-12-2000,A D'Urso,Aston Villa,Man City,2,1,1,0,3,1
16-12-2000,M Messias,Derby,Coventry,1,3,0,0,4,0
16-12-2000,C Wilkes,Everton,West Ham,1,2,0,0,3,0
16-12-2000,B Knight,Ipswich,Southampton,1,2,0,0,3,0
16-12-2000,R Styles,Leeds,Sunderland,3,4,0,0,7,0
16-12-2000,A Wiley,Leicester,Charlton,1,2,0,0,3,0
16-12-2000,P Jones,Middlesbrough,Chelsea,0,2,0,0,2,0
16-12-2000,S Dunn,Newcastle,Bradford,0,2,0,0,2,0
17-12-2000,M Riley,Man United,Liverpool,1,0,1,0,1,1
18-12-2000,J Winter,Tottenham,Arsenal,2,1,0,0,3,0
22-12-2000,A Wiley,Coventry,Southampton,1,1,0,0,2,0
23-12-2000,G Barber,Charlton,Everton,1,4,0,0,5,0
23-12-2000,B Knight,Chelsea,Bradford,0,1,0,0,1,0
23-12-2000,R Harris,Derby,Newcastle,1,2,0,0,3,0
23-12-2000,M Halsey,Leeds,Aston Villa,1,4,0,0,5,0
23-12-2000,G Poll,Leicester,West Ham,1,0,0,0,1,0
23-12-2000,P Durkin,Liverpool,Arsenal,2,0,0,0,2,0
23-12-2000,S Bennett,Man United,Ipswich,0,1,0,0,1,0
23-12-2000,D Ellaray,Sunderland,Man City,2,2,0,0,4,0
23-12-2000,R Styles,Tottenham,Middlesbrough,2,3,0,0,5,0
26-12-2000,D Gallagher,Arsenal,Leicester,0,0,0,0,0,0
26-12-2000,G Poll,Aston Villa,Man United,1,2,0,0,3,0
26-12-2000,P Durkin,Bradford,Sunderland,2,0,0,0,2,0
26-12-2000,N Barry,Everton,Coventry,2,1,0,0,3,0
26-12-2000,J Winter,Ipswich,Chelsea,0,4,0,0,4,0
26-12-2000,M Riley,Man City,Derby,2,2,0,0,4,0
26-12-2000,S Lodge,Middlesbrough,Liverpool,2,2,0,0,4,0
26-12-2000,A D'Urso,Newcastle,Leeds,4,2,0,0,6,0
26-12-2000,S Dunn,West Ham,Charlton,1,0,0,0,1,0
27-12-2000,D Ellaray,Southampton,Tottenham,1,3,0,0,4,0
30-12-2000,G Barber,Arsenal,Sunderland,0,3,0,0,3,0
30-12-2000,M Messias,Ipswich,Tottenham,0,0,0,0,0,0
30-12-2000,C Wilkes,Man City,Charlton,1,2,0,0,3,0
30-12-2000,D Gallagher,Middlesbrough,Coventry,1,3,0,0,4,0
30-12-2000,M Riley,Newcastle,Man United,2,3,0,0,5,0
30-12-2000,A D'Urso,Southampton,Derby,0,2,0,0,2,0
01-01-2001,G Poll,Charlton,Arsenal,1,1,0,0,2,0
01-01-2001,P Durkin,Chelsea,Aston Villa,0,1,0,0,1,0
01-01-2001,B Knight,Coventry,Man City,1,2,0,0,3,0
01-01-2001,A Wiley,Derby,Everton,2,3,0,0,5,0
01-01-2001,D Ellaray,Leeds,Middlesbrough,2,3,0,0,5,0
01-01-2001,S Lodge,Leicester,Bradford,0,3,0,0,3,0
01-01-2001,D Gallagher,Liverpool,Southampton,0,1,0,0,1,0
01-01-2001,P Jones,Man United,West Ham,1,2,0,0,3,0
01-01-2001,N Barry,Sunderland,Ipswich,1,5,0,0,6,0
02-01-2001,S Bennett,Tottenham,Newcastle,0,2,1,2,2,3
13-01-2001,D Ellaray,Arsenal,Chelsea,1,4,0,0,5,0
13-01-2001,G Barber,Aston Villa,Liverpool,2,0,0,0,2,0
13-01-2001,A Wiley,Bradford,Man United,1,0,0,0,1,0
13-01-2001,A D'Urso,Everton,Tottenham,1,0,0,0,1,0
13-01-2001,M Dean,Man City,Leeds,5,3,0,0,8,0
13-01-2001,R Styles,Middlesbrough,Derby,0,4,0,0,4,0
13-01-2001,J Winter,Newcastle,Coventry,0,3,0,0,3,0
13-01-2001,S Lodge,Southampton,Charlton,0,0,0,0,0,0
13-01-2001,M Messias,West Ham,Sunderland,4,2,0,0,6,0
14-01-2001,M Riley,Ipswich,Leicester,1,1,0,0,2,0
20-01-2001,A D'Urso,Chelsea,Ipswich,3,0,0,1,3,1
20-01-2001,P Durkin,Coventry,Everton,0,1,0,0,1,0
20-01-2001,J Winter,Derby,Man City,2,2,0,0,4,0
20-01-2001,A Wiley,Leeds,Newcastle,2,1,0,0,3,0
20-01-2001,B Knight,Leicester,Arsenal,2,2,1,0,4,1
20-01-2001,S Dunn,Liverpool,Middlesbrough,1,1,0,0,2,0
20-01-2001,M Riley,Man United,Aston Villa,1,2,0,0,3,0
20-01-2001,C Wilkes,Tottenham,Southampton,0,1,0,0,1,0
21-01-2001,M Halsey,Sunderland,Bradford,0,1,0,0,1,0
22-01-2001,D Gallagher,Charlton,West Ham,0,1,0,0,1,0
24-01-2001,S Bennett,Aston Villa,Leeds,2,0,0,0,2,0
30-01-2001,C Wilkes,Arsenal,Bradford,1,2,0,0,3,0
30-01-2001,M Dean,Charlton,Derby,2,1,0,0,3,0
31-01-2001,M Halsey,Chelsea,Newcastle,1,3,0,0,4,0
31-01-2001,G Barber,Everton,Middlesbrough,1,5,0,0,6,0
31-01-2001,R Harris,Leeds,Coventry,4,5,0,0,9,0
31-01-2001,P Jones,Man City,Liverpool,1,1,0,0,2,0
31-01-2001,S Bennett,Southampton,Leicester,0,3,0,0,3,0
31-01-2001,G Poll,Sunderland,Man United,2,0,2,1,2,3
31-01-2001,N Barry,West Ham,Tottenham,1,1,0,0,2,0
03-02-2001,D Gallagher,Bradford,Aston Villa,2,0,0,0,2,0
03-02-2001,M Dean,Coventry,Arsenal,3,4,0,0,7,0
03-02-2001,B Knight,Derby,Sunderland,7,3,0,0,10,0
03-02-2001,P Jones,Ipswich,Leeds,1,2,1,0,3,1
03-02-2001,S Dunn,Leicester,Chelsea,0,1,0,0,1,0
03-02-2001,S Bennett,Liverpool,West Ham,0,1,0,1,1,1
03-02-2001,J Winter,Man United,Everton,0,2,0,0,2,0
03-02-2001,A Wiley,Middlesbrough,Man City,0,2,1,0,2,1
03-02-2001,D Ellaray,Tottenham,Charlton,2,0,0,0,2,0
07-02-2001,N Barry,Everton,Leeds,2,1,0,0,3,0
10-02-2001,R Harris,Arsenal,Ipswich,2,1,0,0,3,0
10-02-2001,C Wilkes,Aston Villa,Middlesbrough,1,1,0,0,2,0
10-02-2001,D Ellaray,Chelsea,Man United,0,2,0,0,2,0
10-02-2001,R Styles,Everton,Leicester,3,2,0,0,5,0
10-02-2001,J Winter,Leeds,Derby,2,5,0,0,7,0
10-02-2001,S Dunn,Man City,Tottenham,1,0,0,0,1,0
10-02-2001,G Poll,Southampton,Bradford,0,1,0,0,1,0
10-02-2001,G Barber,Sunderland,Liverpool,5,3,0,0,8,0
11-02-2001,P Durkin,Charlton,Newcastle,2,1,0,0,3,0
12-02-2001,D Gallagher,West Ham,Coventry,2,5,0,0,7,0
24-02-2001,S Lodge,Bradford,West Ham,1,2,0,0,3,0
24-02-2001,M Halsey,Coventry,Charlton,0,0,0,0,0,0
24-02-2001,A Wiley,Derby,Aston Villa,1,1,0,0,2,0
24-02-2001,G Poll,Ipswich,Everton,1,2,0,1,3,1
24-02-2001,A D'Urso,Leicester,Sunderland,0,4,0,1,4,1
24-02-2001,N Barry,Middlesbrough,Southampton,1,0,0,0,1,0
24-02-2001,R Harris,Newcastle,Man City,1,0,0,0,1,0
24-02-2001,J Winter,Tottenham,Leeds,2,1,0,0,3,0
25-02-2001,P Durkin,Man United,Arsenal,0,0,0,0,0,0
03-03-2001,M Riley,Arsenal,West Ham,2,3,0,0,5,0
03-03-2001,S Bennett,Coventry,Chelsea,2,2,0,0,4,0
03-03-2001,R Harris,Derby,Tottenham,2,3,0,0,5,0
03-03-2001,D Ellaray,Everton,Newcastle,1,2,0,0,3,0
03-03-2001,G Barber,Leeds,Man United,3,5,0,0,8,0
03-03-2001,D Gallagher,Leicester,Liverpool,1,1,0,0,2,0
03-03-2001,J Winter,Man City,Southampton,1,1,0,0,2,0
03-03-2001,M Dean,Middlesbrough,Charlton,1,1,0,0,2,0
04-03-2001,A D'Urso,Ipswich,Bradford,0,4,0,0,4,0
05-03-2001,S Lodge,Sunderland,Aston Villa,1,2,0,0,3,0
07-03-2001,A Wiley,West Ham,Chelsea,2,2,0,0,4,0
10-03-2001,R Styles,Aston Villa,Ipswich,1,1,0,0,2,0
17-03-2001,S Dunn,Bradford,Man City,2,1,0,0,3,0
17-03-2001,C Wilkes,Charlton,Leeds,3,5,0,0,8,0
17-03-2001,P Durkin,Chelsea,Sunderland,0,0,0,0,0,0
17-03-2001,A Wiley,Man United,Leicester,1,1,0,0,2,0
17-03-2001,G Barber,Newcastle,Middlesbrough,0,3,0,1,3,1
17-03-2001,M Halsey,Southampton,Everton,1,1,0,0,2,0
17-03-2001,G Poll,Tottenham,Coventry,0,1,0,0,1,0
17-03-2001,M Dean,West Ham,Ipswich,0,0,0,0,0,0
18-03-2001,B Knight,Aston Villa,Arsenal,2,2,0,1,4,1
18-03-2001,N Barry,Liverpool,Derby,2,2,0,0,4,0
31-03-2001,P Durkin,Arsenal,Tottenham,0,1,0,0,1,0
31-03-2001,P Taylor,Bradford,Newcastle,0,1,0,0,1,0
31-03-2001,P Jones,Chelsea,Middlesbrough,2,1,0,0,3,0
31-03-2001,D Ellaray,Coventry,Derby,0,1,1,0,1,1
31-03-2001,G Poll,Liverpool,Man United,1,1,1,0,2,1
31-03-2001,R Styles,Man City,Aston Villa,6,4,1,0,10,1
31-03-2001,S Dunn,Sunderland,Leeds,2,2,0,1,4,1
31-03-2001,A D'Urso,West Ham,Everton,3,2,1,0,5,1
01-04-2001,J Winter,Charlton,Leicester,2,2,0,0,4,0
02-04-2001,A Wiley,Southampton,Ipswich,2,1,0,0,3,0
04-04-2001,M Dean,Aston Villa,Leicester,2,2,0,0,4,0
07-04-2001,R Harris,Aston Villa,West Ham,1,3,0,0,4,0
07-04-2001,S Lodge,Derby,Chelsea,1,1,0,0,2,0
07-04-2001,J Winter,Leeds,Southampton,0,0,0,0,0,0
07-04-2001,G Barber,Leicester,Coventry,3,2,0,0,5,0
08-04-2001,D Ellaray,Everton,Man City,0,3,1,1,3,2
09-04-2001,A D'Urso,Middlesbrough,Sunderland,5,3,1,0,8,1
10-04-2001,S Dunn,Ipswich,Liverpool,0,0,0,0,0,0
10-04-2001,M Halsey,Man United,Charlton,1,1,0,0,2,0
10-04-2001,S Bennett,Tottenham,Bradford,1,1,0,0,2,0
11-04-2001,N Barry,Man City,Arsenal,2,0,0,0,2,0
13-04-2001,P Jones,Bradford,Charlton,1,3,0,0,4,0
13-04-2001,A Wiley,Liverpool,Leeds,3,1,1,0,4,1
14-04-2001,P Durkin,Arsenal,Middlesbrough,1,1,0,0,2,0
14-04-2001,P Taylor,Aston Villa,Everton,0,3,0,0,3,0
14-04-2001,C Wilkes,Chelsea,Southampton,3,3,0,0,6,0
14-04-2001,M Dean,Ipswich,Newcastle,0,1,0,1,1,1
14-04-2001,B Knight,Leicester,Man City,2,3,0,0,5,0
14-04-2001,M Riley,Man United,Coventry,1,4,0,0,5,0
14-04-2001,D Ellaray,Sunderland,Tottenham,1,2,0,0,3,0
14-04-2001,R Styles,West Ham,Derby,0,2,0,0,2,0
16-04-2001,D Gallagher,Coventry,Sunderland,3,0,0,0,3,0
16-04-2001,M Halsey,Derby,Leicester,0,0,0,0,0,0
16-04-2001,J Winter,Everton,Liverpool,4,2,1,0,6,1
16-04-2001,S Bennett,Middlesbrough,Ipswich,0,0,0,0,0,0
16-04-2001,P Durkin,Newcastle,West Ham,0,0,0,0,0,0
17-04-2001,G Poll,Charlton,Aston Villa,3,4,1,0,7,1
17-04-2001,G Barber,Tottenham,Chelsea,2,2,1,0,4,1
21-04-2001,D Gallagher,Arsenal,Everton,0,2,0,1,2,1
21-04-2001,J Winter,Aston Villa,Southampton,1,2,0,0,3,0
21-04-2001,N Barry,Bradford,Derby,0,2,0,1,2,1
21-04-2001,M Dean,Chelsea,Charlton,3,0,0,0,3,0
21-04-2001,G Barber,Ipswich,Coventry,1,4,0,0,5,0
21-04-2001,P Taylor,Leicester,Middlesbrough,3,1,0,0,4,0
21-04-2001,D Ellaray,Man United,Man City,0,0,1,0,0,1
21-04-2001,M Riley,Sunderland,Newcastle,5,4,0,0,9,0
21-04-2001,G Poll,West Ham,Leeds,5,2,0,1,7,1
22-04-2001,B Knight,Liverpool,Tottenham,1,1,0,0,2,0
28-04-2001,S Bennett,Coventry,Liverpool,3,1,0,0,4,0
28-04-2001,G Barber,Derby,Arsenal,3,4,0,0,7,0
28-04-2001,P Durkin,Everton,Bradford,1,2,0,0,3,0
28-04-2001,S Dunn,Leeds,Chelsea,2,5,0,0,7,0
28-04-2001,P Jones,Man City,West Ham,3,5,0,0,8,0
28-04-2001,S Lodge,Middlesbrough,Man United,2,3,0,0,5,0
28-04-2001,G Poll,Newcastle,Leicester,1,1,0,0,2,0
28-04-2001,A Wiley,Southampton,Sunderland,2,1,0,0,3,0
28-04-2001,C Wilkes,Tottenham,Aston Villa,1,0,0,0,1,0
30-04-2001,R Styles,Charlton,Ipswich,0,1,0,0,1,0
01-05-2001,J Winter,Bradford,Liverpool,0,2,0,0,2,0
01-05-2001,S Lodge,Newcastle,Southampton,2,1,0,0,3,0
05-05-2001,P Jones,Arsenal,Leeds,4,3,0,0,7,0
05-05-2001,M Riley,Aston Villa,Coventry,2,5,0,0,7,0
05-05-2001,G Barber,Bradford,Middlesbrough,4,2,0,0,6,0
05-05-2001,R Harris,Chelsea,Everton,1,1,0,0,2,0
05-05-2001,M Dean,Leicester,Tottenham,3,2,0,0,5,0
05-05-2001,M Halsey,Liverpool,Newcastle,0,2,0,0,2,0
05-05-2001,N Barry,Man United,Derby,1,0,0,0,1,0
05-05-2001,S Dunn,Sunderland,Charlton,1,0,0,0,1,0
05-05-2001,C Wilkes,West Ham,Southampton,2,2,0,0,4,0
07-05-2001,S Lodge,Ipswich,Man City,0,0,0,0,0,0
08-05-2001,D Gallagher,Liverpool,Chelsea,1,4,0,0,5,0
13-05-2001,A D'Urso,Leeds,Bradford,1,0,0,0,1,0
13-05-2001,J Winter,Southampton,Man United,1,1,0,0,2,0
15-05-2001,A Wiley,Newcastle,Arsenal,1,0,0,0,1,0
19-05-2001,G Barber,Charlton,Liverpool,1,1,0,0,2,0
19-05-2001,A Wiley,Coventry,Bradford,1,1,0,0,2,0
19-05-2001,G Poll,Derby,Ipswich,1,1,0,0,2,0
19-05-2001,S Bennett,Everton,Sunderland,5,3,0,1,8,1
19-05-2001,D Ellaray,Leeds,Leicester,3,4,0,0,7,0
19-05-2001,M Riley,Man City,Chelsea,4,2,0,0,6,0
19-05-2001,P Durkin,Middlesbrough,West Ham,0,0,0,0,0,0
19-05-2001,B Knight,Newcastle,Aston Villa,0,5,1,1,5,2
19-05-2001,P Taylor,Southampton,Arsenal,1,2,0,0,3,0
19-05-2001,A D'Urso,Tottenham,Man United,0,2,0,0,2,0
18-08-2001,N Barry,Charlton,Everton,0,3,0,0,3,0
18-08-2001,P Durkin,Derby,Blackburn,1,0,0,0,1,0
18-08-2001,C Wilkes,Leeds,Southampton,1,2,0,1,3,1
18-08-2001,R Styles,Leicester,Bolton,4,3,0,0,7,0
18-08-2001,J Winter,Liverpool,West Ham,1,5,0,0,6,0
18-08-2001,G Barber,Middlesbrough,Arsenal,2,3,1,1,5,2
18-08-2001,G Poll,Sunderland,Ipswich,0,1,0,0,1,0
18-08-2001,D Gallagher,Tottenham,Aston Villa,3,2,0,0,5,0
19-08-2001,A D'Urso,Chelsea,Newcastle,3,4,0,0,7,0
19-08-2001,P Jones,Man United,Fulham,0,1,0,0,1,0
20-08-2001,D Elleray,Everton,Tottenham,3,2,0,2,5,2
21-08-2001,J Winter,Arsenal,Leeds,4,5,0,2,9,2
