Formatted_Date,Referee,HomeTeam,AwayTeam,HY,AY,HR,AR,Yellow_Cards,Red_Cards
23-11-2019,M Dean,Brighton,Leicester,2,0,0,0,2,0
23-11-2019,K Friend,Crystal Palace,Liverpool,0,1,0,0,1,0
23-11-2019,A Taylor,Everton,Norwich,3,5,0,0,8,0
23-11-2019,P Tierney,Watford,Burnley,0,3,0,0,3,0
23-11-2019,M Atkinson,Man City,Chelsea,1,1,0,0,2,0
24-11-2019,A Marriner,Sheffield United,Man United,1,2,0,0,3,0
25-11-2019,L Mason,Aston Villa,Newcastle,1,1,0,0,2,0
30-11-2019,C Kavanagh,Newcastle,Man City,1,2,0,0,3,0
30-11-2019,P Bankes,Burnley,Crystal Palace,2,0,0,0,2,0
30-11-2019,J Moss,Chelsea,West Ham,0,3,0,0,3,0
30-11-2019,M Atkinson,Liverpool,Brighton,0,0,1,0,0,1
30-11-2019,L Mason,Tottenham,Bournemouth,0,2,0,0,2,0
30-11-2019,M Oliver,Southampton,Watford,1,0,0,0,1,0
01-12-2019,P Tierney,Norwich,Arsenal,2,1,0,0,3,0
01-12-2019,D Coote,Wolves,Sheffield United,1,4,0,0,5,0
01-12-2019,G Scott,Leicester,Everton,0,1,0,0,1,0
01-12-2019,C Pawson,Man United,Aston Villa,4,1,0,0,5,0
03-12-2019,A Taylor,Crystal Palace,Bournemouth,3,3,1,0,6,1
03-12-2019,J Moss,Burnley,Man City,1,1,0,0,2,0
04-12-2019,C Kavanagh,Chelsea,Aston Villa,2,1,0,0,3,0
04-12-2019,C Pawson,Leicester,Watford,3,2,0,0,5,0
04-12-2019,P Tierney,Man United,Tottenham,0,1,0,0,1,0
04-12-2019,K Friend,Southampton,Norwich,1,1,0,0,2,0
04-12-2019,A Marriner,Wolves,West Ham,1,2,0,0,3,0
04-12-2019,M Dean,Liverpool,Everton,1,2,0,0,3,0
05-12-2019,S Attwell,Sheffield United,Newcastle,2,0,0,0,2,0
05-12-2019,G Scott,Arsenal,Brighton,3,1,0,0,4,0
07-12-2019,C Pawson,Everton,Chelsea,3,0,0,0,3,0
07-12-2019,C Kavanagh,Bournemouth,Liverpool,0,1,0,0,1,0
07-12-2019,K Friend,Tottenham,Burnley,1,1,0,0,2,0
07-12-2019,M Atkinson,Watford,Crystal Palace,4,2,0,0,6,0
07-12-2019,A Taylor,Man City,Man United,3,2,0,0,5,0
08-12-2019,M Oliver,Aston Villa,Leicester,6,2,0,0,8,0
08-12-2019,D Coote,Newcastle,Southampton,1,3,0,0,4,0
08-12-2019,S Hooper,Norwich,Sheffield United,0,4,0,0,4,0
08-12-2019,J Moss,Brighton,Wolves,3,0,0,0,3,0
09-12-2019,M Dean,West Ham,Arsenal,2,0,0,0,2,0
14-12-2019,A Marriner,Liverpool,Watford,2,1,0,0,3,0
14-12-2019,T Robinson,Burnley,Newcastle,0,2,0,0,2,0
14-12-2019,G Scott,Chelsea,Bournemouth,1,2,0,0,3,0
14-12-2019,A Madley,Leicester,Norwich,0,4,0,0,4,0
14-12-2019,P Bankes,Sheffield United,Aston Villa,2,2,0,0,4,0
14-12-2019,M Atkinson,Southampton,West Ham,1,3,0,0,4,0
15-12-2019,M Oliver,Man United,Everton,1,2,0,0,3,0
15-12-2019,S Attwell,Wolves,Tottenham,4,4,0,0,8,0
15-12-2019,P Tierney,Arsenal,Man City,1,4,0,0,5,0
16-12-2019,C Pawson,Crystal Palace,Brighton,1,1,0,0,2,0
21-12-2019,K Friend,Everton,Arsenal,2,3,0,0,5,0
21-12-2019,C Pawson,Aston Villa,Southampton,2,1,0,0,3,0
21-12-2019,M Atkinson,Bournemouth,Burnley,2,4,0,0,6,0
21-12-2019,R Jones,Brighton,Sheffield United,1,3,0,0,4,0
21-12-2019,S Hooper,Newcastle,Crystal Palace,2,0,0,0,2,0
21-12-2019,P Bankes,Norwich,Wolves,2,4,0,0,6,0
21-12-2019,M Dean,Man City,Leicester,2,2,0,0,4,0
22-12-2019,L Mason,Watford,Man United,3,1,0,0,4,0
22-12-2019,A Taylor,Tottenham,Chelsea,4,3,1,0,7,1
26-12-2019,G Scott,Tottenham,Brighton,4,2,0,0,6,0
26-12-2019,C Kavanagh,Aston Villa,Norwich,2,3,0,0,5,0
26-12-2019,S Attwell,Bournemouth,Arsenal,4,4,0,0,8,0
26-12-2019,J Moss,Chelsea,Southampton,3,2,0,0,5,0
26-12-2019,A Marriner,Crystal Palace,West Ham,0,2,0,0,2,0
26-12-2019,A Taylor,Everton,Burnley,0,0,0,0,0,0
26-12-2019,D Coote,Sheffield United,Watford,1,3,0,0,4,0
26-12-2019,K Friend,Man United,Newcastle,2,2,0,0,4,0
26-12-2019,M Oliver,Leicester,Liverpool,1,1,0,0,2,0
27-12-2019,M Atkinson,Wolves,Man City,0,1,0,1,1,1
28-12-2019,P Tierney,Brighton,Bournemouth,0,2,0,0,2,0
28-12-2019,L Mason,Newcastle,Everton,2,2,0,0,4,0
28-12-2019,A Madley,Southampton,Crystal Palace,1,2,0,0,3,0
28-12-2019,S Hooper,Watford,Aston Villa,3,1,1,0,4,1
28-12-2019,K Friend,Norwich,Tottenham,3,3,0,0,6,0
28-12-2019,D Coote,West Ham,Leicester,4,1,0,0,5,0
28-12-2019,M Dean,Burnley,Man United,4,3,0,0,7,0
29-12-2019,C Pawson,Arsenal,Chelsea,5,4,0,0,9,0
29-12-2019,A Taylor,Liverpool,Wolves,1,0,0,0,1,0
29-12-2019,C Kavanagh,Man City,Sheffield United,1,1,0,0,2,0
01-01-2020,S Attwell,Brighton,Chelsea,2,3,0,0,5,0
01-01-2020,M Oliver,Burnley,Aston Villa,1,1,0,0,2,0
01-01-2020,M Atkinson,Newcastle,Leicester,1,1,0,0,2,0
01-01-2020,M Dean,Southampton,Tottenham,3,4,0,0,7,0
01-01-2020,A Madley,Watford,Wolves,3,1,1,0,4,1
01-01-2020,A Marriner,Man City,Everton,0,4,0,0,4,0
01-01-2020,J Moss,Norwich,Crystal Palace,5,0,0,0,5,0
01-01-2020,G Scott,West Ham,Bournemouth,1,2,0,0,3,0
01-01-2020,C Kavanagh,Arsenal,Man United,2,0,0,0,2,0
02-01-2020,P Tierney,Liverpool,Sheffield United,0,0,0,0,0,0
10-01-2020,M Oliver,Sheffield United,West Ham,1,0,0,0,1,0
11-01-2020,P Tierney,Crystal Palace,Arsenal,2,3,0,1,5,1
11-01-2020,K Friend,Chelsea,Burnley,0,3,0,0,3,0
11-01-2020,D Coote,Everton,Brighton,2,1,0,0,3,0
11-01-2020,L Mason,Leicester,Southampton,0,3,0,0,3,0
11-01-2020,A Taylor,Man United,Norwich,0,0,0,0,0,0
11-01-2020,P Bankes,Wolves,Newcastle,0,3,0,0,3,0
11-01-2020,M Atkinson,Tottenham,Liverpool,0,2,0,0,2,0
12-01-2020,M Dean,Bournemouth,Watford,1,1,0,0,2,0
12-01-2020,J Moss,Aston Villa,Man City,2,1,0,0,3,0
18-01-2020,M Oliver,Watford,Tottenham,2,3,0,0,5,0
18-01-2020,M Dean,Arsenal,Sheffield United,1,2,0,0,3,0
18-01-2020,A Madley,Brighton,Aston Villa,3,3,0,0,6,0
18-01-2020,S Scott,Man City,Crystal Palace,1,2,0,0,3,0
18-01-2020,P Tierney,Norwich,Bournemouth,2,2,1,1,4,2
18-01-2020,D England,Southampton,Wolves,2,1,0,0,3,0
18-01-2020,A Marriner,West Ham,Everton,1,0,0,0,1,0
18-01-2020,C Kavanagh,Newcastle,Chelsea,1,1,0,0,2,0
19-01-2020,A Taylor,Burnley,Leicester,1,0,0,0,1,0
19-01-2020,C Pawson,Liverpool,Man United,1,3,0,0,4,0
21-01-2020,M Atkinson,Aston Villa,Watford,2,2,0,0,4,0
21-01-2020,K Friend,Bournemouth,Brighton,1,1,0,0,2,0
21-01-2020,A Marriner,Crystal Palace,Southampton,1,2,0,0,3,0
21-01-2020,S Hooper,Everton,Newcastle,1,1,0,0,2,0
21-01-2020,L Mason,Sheffield United,Man City,4,3,0,0,7,0
21-01-2020,S Attwell,Chelsea,Arsenal,2,1,0,1,3,1
22-01-2020,D Coote,Leicester,West Ham,1,1,0,0,2,0
22-01-2020,C Kavanagh,Tottenham,Norwich,0,1,0,0,1,0
22-01-2020,J Moss,Man United,Burnley,0,2,0,0,2,0
23-01-2020,M Oliver,Wolves,Liverpool,0,1,0,0,1,0
29-01-2020,J Moss,West Ham,Liverpool,2,0,0,0,2,0
01-02-2020,L Mason,Leicester,Chelsea,2,2,0,0,4,0
01-02-2020,A Taylor,Bournemouth,Aston Villa,1,3,1,0,4,1
01-02-2020,A Madley,Crystal Palace,Sheffield United,3,2,0,0,5,0
01-02-2020,K Friend,Liverpool,Southampton,0,2,0,0,2,0
01-02-2020,M Atkinson,Newcastle,Norwich,2,1,0,0,3,0
01-02-2020,C Pawson,Watford,Everton,2,2,0,1,4,1
01-02-2020,M Oliver,West Ham,Brighton,1,1,0,0,2,0
01-02-2020,P Tierney,Man United,Wolves,3,2,0,0,5,0
02-02-2020,C Kavanagh,Burnley,Arsenal,1,3,0,0,4,0
02-02-2020,M Dean,Tottenham,Man City,2,3,0,1,5,1
08-02-2020,D Coote,Everton,Crystal Palace,0,1,0,0,1,0
08-02-2020,K Friend,Brighton,Watford,2,2,0,0,4,0
09-02-2020,J Moss,Sheffield United,Bournemouth,2,2,0,0,4,0
14-02-2020,M Dean,Wolves,Leicester,2,2,0,1,4,1
15-02-2020,S Hooper,Southampton,Burnley,2,2,0,0,4,0
15-02-2020,S Attwell,Norwich,Liverpool,1,2,0,0,3,0
16-02-2020,M Atkinson,Aston Villa,Tottenham,2,0,0,0,2,0
16-02-2020,L Mason,Arsenal,Newcastle,2,0,0,0,2,0
17-02-2020,A Taylor,Chelsea,Man United,4,3,0,0,7,0
19-02-2020,K Friend,Man City,West Ham,0,1,0,0,1,0
12-09-2020,C Kavanagh,Fulham,Arsenal,2,2,0,0,4,0
12-09-2020,J Moss,Crystal Palace,Southampton,2,1,0,0,3,0
12-09-2020,M Oliver,Liverpool,Leeds,1,0,0,0,1,0
12-09-2020,S Attwell,West Ham,Newcastle,2,2,0,0,4,0
13-09-2020,A Taylor,West Brom,Leicester,1,1,0,0,2,0
13-09-2020,M Atkinson,Tottenham,Everton,1,0,0,0,1,0
14-09-2020,C Pawson,Brighton,Chelsea,1,0,0,0,1,0
14-09-2020,M Dean,Sheffield United,Wolves,2,1,0,0,3,0
19-09-2020,M Dean,Everton,West Brom,1,0,0,1,1,1
19-09-2020,A Taylor,Leeds,Fulham,1,2,0,0,3,0
19-09-2020,M Atkinson,Man United,Crystal Palace,2,1,0,0,3,0
19-09-2020,M Oliver,Arsenal,West Ham,0,1,0,0,1,0
20-09-2020,D Coote,Southampton,Tottenham,4,3,0,0,7,0
20-09-2020,K Friend,Newcastle,Brighton,3,0,0,1,3,1
20-09-2020,P Tierney,Chelsea,Liverpool,0,0,1,0,0,1
20-09-2020,L Mason,Leicester,Burnley,1,2,0,0,3,0
21-09-2020,G Scott,Aston Villa,Sheffield United,3,1,0,1,4,1
21-09-2020,A Marriner,Wolves,Man City,0,3,0,0,3,0
26-09-2020,C Kavanagh,Brighton,Man United,4,2,0,0,6,0
26-09-2020,K Friend,Crystal Palace,Everton,3,1,0,0,4,0
26-09-2020,J Moss,West Brom,Chelsea,1,3,0,0,4,0
26-09-2020,A Marriner,Burnley,Southampton,1,0,0,0,1,0
27-09-2020,P Tierney,Sheffield United,Leeds,2,1,0,0,3,0
27-09-2020,P Bankes,Tottenham,Newcastle,1,4,0,0,5,0
27-09-2020,M Oliver,Man City,Leicester,1,3,0,0,4,0
27-09-2020,M Atkinson,West Ham,Wolves,0,1,0,0,1,0
28-09-2020,S Attwell,Fulham,Aston Villa,6,3,0,0,9,0
28-09-2020,C Pawson,Liverpool,Arsenal,2,2,0,0,4,0
03-10-2020,M Oliver,Chelsea,Crystal Palace,2,0,0,0,2,0
03-10-2020,S Hooper,Everton,Brighton,0,1,0,0,1,0
03-10-2020,M Dean,Leeds,Man City,2,1,0,0,3,0
03-10-2020,D Coote,Newcastle,Burnley,2,3,0,0,5,0
04-10-2020,A Madley,Leicester,West Ham,2,2,0,0,4,0
04-10-2020,C Kavanagh,Southampton,West Brom,2,1,0,0,3,0
04-10-2020,L Mason,Arsenal,Sheffield United,0,1,0,0,1,0
04-10-2020,D England,Wolves,Fulham,1,1,0,0,2,0
04-10-2020,A Taylor,Man United,Tottenham,2,1,1,0,3,1
04-10-2020,M Atkinson,Aston Villa,Liverpool,2,1,0,0,3,0
17-10-2020,M Oliver,Everton,Liverpool,3,2,1,0,5,1
17-10-2020,P Bankes,Chelsea,Southampton,1,1,0,0,2,0
17-10-2020,C Kavanagh,Man City,Arsenal,4,1,0,0,5,0
17-10-2020,C Pawson,Newcastle,Man United,1,1,0,0,2,0
18-10-2020,A Marriner,Sheffield United,Fulham,0,2,0,0,2,0
18-10-2020,S Attwell,Crystal Palace,Brighton,3,2,0,1,5,1
18-10-2020,P Tierney,Tottenham,West Ham,0,5,0,0,5,0
18-10-2020,J Moss,Leicester,Aston Villa,4,3,0,0,7,0
19-10-2020,A Taylor,West Brom,Burnley,2,2,0,0,4,0
19-10-2020,D Coote,Leeds,Wolves,2,1,0,0,3,0
23-10-2020,P Tierney,Aston Villa,Leeds,2,2,0,0,4,0
24-10-2020,A Taylor,West Ham,Man City,2,0,0,0,2,0
24-10-2020,G Scott,Fulham,Crystal Palace,0,1,1,0,1,1
24-10-2020,M Atkinson,Man United,Chelsea,3,1,0,0,4,0
24-10-2020,M Dean,Liverpool,Sheffield United,0,3,0,0,3,0
25-10-2020,K Friend,Southampton,Everton,1,2,0,1,3,1
25-10-2020,L Mason,Wolves,Newcastle,0,1,0,0,1,0
25-10-2020,C Pawson,Arsenal,Leicester,3,5,0,0,8,0
26-10-2020,J Moss,Brighton,West Brom,2,0,0,0,2,0
26-10-2020,M Oliver,Burnley,Tottenham,2,0,0,0,2,0
30-10-2020,M Atkinson,Wolves,Crystal Palace,0,2,0,1,2,1
31-10-2020,M Oliver,Sheffield United,Man City,0,0,0,0,0,0
31-10-2020,D Coote,Burnley,Chelsea,1,0,0,0,1,0
31-10-2020,K Friend,Liverpool,West Ham,0,1,0,0,1,0
01-11-2020,D England,Aston Villa,Southampton,1,2,0,0,3,0
01-11-2020,S Attwell,Newcastle,Everton,2,4,0,0,6,0
01-11-2020,M Dean,Man United,Arsenal,3,3,0,0,6,0
01-11-2020,G Scott,Tottenham,Brighton,2,1,0,0,3,0
02-11-2020,S Hooper,Fulham,West Brom,3,2,0,0,5,0
02-11-2020,A Marriner,Leeds,Leicester,1,1,0,0,2,0
06-11-2020,M Dean,Brighton,Burnley,1,0,0,0,1,0
06-11-2020,P Bankes,Southampton,Newcastle,1,2,0,0,3,0
07-11-2020,P Tierney,Everton,Man United,4,2,0,0,6,0
07-11-2020,C Kavanagh,Crystal Palace,Leeds,0,2,0,0,2,0
07-11-2020,J Moss,Chelsea,Sheffield United,0,2,0,0,2,0
07-11-2020,R Jones,West Ham,Fulham,2,2,0,0,4,0
08-11-2020,A Madley,West Brom,Tottenham,1,0,0,0,1,0
08-11-2020,A Taylor,Leicester,Wolves,2,3,0,0,5,0
08-11-2020,C Pawson,Man City,Liverpool,3,1,0,0,4,0
08-11-2020,M Atkinson,Arsenal,Aston Villa,0,0,0,0,0,0
21-11-2020,C Pawson,Newcastle,Chelsea,2,0,0,0,2,0
21-11-2020,M Oliver,Aston Villa,Brighton,2,1,0,1,3,1
21-11-2020,M Dean,Tottenham,Man City,2,2,0,0,4,0
21-11-2020,D Coote,Man United,West Brom,1,1,0,0,2,0
22-11-2020,A Madley,Fulham,Everton,2,0,0,0,2,0
22-11-2020,M Atkinson,Sheffield United,West Ham,0,0,0,0,0,0
22-11-2020,A Taylor,Leeds,Arsenal,3,0,0,1,3,1
22-11-2020,C Kavanagh,Liverpool,Leicester,0,2,0,0,2,0
23-11-2020,K Friend,Burnley,Crystal Palace,2,0,0,0,2,0
23-11-2020,A Marriner,Wolves,Southampton,2,0,0,0,2,0
27-11-2020,G Scott,Crystal Palace,Newcastle,2,2,0,0,4,0
28-11-2020,S Attwell,Brighton,Liverpool,2,1,0,0,3,0
28-11-2020,L Mason,Man City,Burnley,0,0,0,0,0,0
28-11-2020,C Kavanagh,Everton,Leeds,1,2,0,0,3,0
28-11-2020,M Dean,West Brom,Sheffield United,2,3,0,0,5,0
29-11-2020,J Moss,Southampton,Man United,1,0,0,0,1,0
29-11-2020,P Tierney,Chelsea,Tottenham,4,2,0,0,6,0
29-11-2020,M Oliver,Arsenal,Wolves,3,4,0,0,7,0
30-11-2020,S Hooper,Leicester,Fulham,0,2,0,0,2,0
30-11-2020,P Bankes,West Ham,Aston Villa,1,1,0,0,2,0
05-12-2020,A Taylor,Burnley,Everton,0,0,0,0,0,0
05-12-2020,J Moss,Man City,Fulham,0,0,0,0,0,0
05-12-2020,A Marriner,West Ham,Man United,0,0,0,0,0,0
05-12-2020,K Friend,Chelsea,Leeds,0,2,0,0,2,0
06-12-2020,P Tierney,West Brom,Crystal Palace,2,2,1,0,4,1
06-12-2020,S Attwell,Sheffield United,Leicester,1,3,0,0,4,0
06-12-2020,M Atkinson,Tottenham,Arsenal,1,2,0,0,3,0
06-12-2020,C Pawson,Liverpool,Wolves,1,1,0,0,2,0
07-12-2020,D Coote,Brighton,Southampton,3,3,0,0,6,0
11-12-2020,M Oliver,Leeds,West Ham,1,2,0,0,3,0
12-12-2020,M Dean,Wolves,Aston Villa,2,5,0,0,7,0
12-12-2020,D England,Newcastle,West Brom,2,3,0,0,5,0
12-12-2020,C Kavanagh,Man United,Man City,1,1,0,0,2,0
12-12-2020,J Moss,Everton,Chelsea,2,3,0,0,5,0
13-12-2020,A Madley,Southampton,Sheffield United,0,1,0,0,1,0
13-12-2020,K Friend,Crystal Palace,Tottenham,1,1,0,0,2,0
13-12-2020,A Marriner,Fulham,Liverpool,3,1,0,0,4,0
13-12-2020,G Scott,Arsenal,Burnley,2,1,1,0,3,1
13-12-2020,M Atkinson,Leicester,Brighton,2,1,0,0,3,0
15-12-2020,S Attwell,Wolves,Chelsea,2,2,0,0,4,0
15-12-2020,P Bankes,Man City,West Brom,2,3,0,0,5,0
16-12-2020,P Tierney,Arsenal,Southampton,1,3,1,0,4,1
16-12-2020,S Hooper,Leeds,Newcastle,3,1,0,0,4,0
16-12-2020,L Mason,Leicester,Everton,2,3,0,0,5,0
16-12-2020,R Jones,Fulham,Brighton,1,0,0,0,1,0
16-12-2020,A Taylor,Liverpool,Tottenham,0,2,0,0,2,0
16-12-2020,D Coote,West Ham,Crystal Palace,0,1,0,1,1,1
17-12-2020,C Pawson,Aston Villa,Burnley,1,1,0,0,2,0
17-12-2020,M Oliver,Sheffield United,Man United,3,2,0,0,5,0
19-12-2020,J Moss,Crystal Palace,Liverpool,1,0,0,0,1,0
19-12-2020,M Dean,Southampton,Man City,2,2,0,0,4,0
19-12-2020,A Marriner,Everton,Arsenal,1,3,0,0,4,0
19-12-2020,G Scott,Newcastle,Fulham,1,2,0,1,3,1
20-12-2020,P Bankes,Brighton,Sheffield United,1,5,0,1,6,1
20-12-2020,C Pawson,Tottenham,Leicester,2,2,0,0,4,0
20-12-2020,A Taylor,Man United,Leeds,1,0,0,0,1,0
20-12-2020,M Atkinson,West Brom,Aston Villa,1,2,1,0,3,1
21-12-2020,L Mason,Burnley,Wolves,2,1,0,0,3,0
21-12-2020,C Kavanagh,Chelsea,West Ham,0,0,0,0,0,0
26-12-2020,M Dean,Leicester,Man United,2,1,0,0,3,0
26-12-2020,A Taylor,Aston Villa,Crystal Palace,1,4,1,0,5,1
26-12-2020,D England,Fulham,Southampton,2,0,0,0,2,0
26-12-2020,M Oliver,Arsenal,Chelsea,2,1,0,0,3,0
26-12-2020,A Marriner,Man City,Newcastle,2,2,0,0,4,0
26-12-2020,D Coote,Sheffield United,Everton,2,4,0,0,6,0
27-12-2020,R Jones,Leeds,Burnley,0,3,0,0,3,0
27-12-2020,S Hooper,West Ham,Brighton,0,0,0,0,0,0
27-12-2020,K Friend,Liverpool,West Brom,0,1,0,0,1,0
27-12-2020,P Tierney,Wolves,Tottenham,4,1,0,0,5,0
28-12-2020,G Scott,Crystal Palace,Leicester,0,1,0,0,1,0
28-12-2020,S Attwell,Chelsea,Aston Villa,3,1,0,0,4,0
29-12-2020,M Atkinson,Brighton,Arsenal,2,0,0,0,2,0
29-12-2020,C Kavanagh,Burnley,Sheffield United,1,2,0,0,3,0
29-12-2020,A Madley,Southampton,West Ham,3,1,0,0,4,0
29-12-2020,L Mason,West Brom,Leeds,0,1,0,0,1,0
29-12-2020,J Moss,Man United,Wolves,1,1,0,0,2,0
30-12-2020,P Tierney,Newcastle,Liverpool,2,3,0,0,5,0
01-01-2021,K Friend,Everton,West Ham,2,0,0,0,2,0
01-01-2021,M Oliver,Man United,Aston Villa,4,0,0,0,4,0
02-01-2021,D Coote,Tottenham,Leeds,2,1,1,0,3,1
02-01-2021,S Attwell,Crystal Palace,Sheffield United,1,3,0,0,4,0
02-01-2021,A Madley,Brighton,Wolves,2,1,0,0,3,0
02-01-2021,M Atkinson,West Brom,Arsenal,1,2,0,0,3,0
03-01-2021,R Jones,Newcastle,Leicester,0,2,0,0,2,0
03-01-2021,A Taylor,Chelsea,Man City,3,1,0,0,4,0
04-01-2021,A Marriner,Southampton,Liverpool,1,3,0,0,4,0
12-01-2021,A Madley,Sheffield United,Newcastle,2,3,0,1,5,1
12-01-2021,K Friend,Burnley,Man United,1,2,0,0,3,0
12-01-2021,M Atkinson,Wolves,Everton,2,2,0,0,4,0
13-01-2021,D England,Man City,Brighton,0,2,0,0,2,0
13-01-2021,P Tierney,Tottenham,Fulham,1,2,0,0,3,0
14-01-2021,A Marriner,Arsenal,Crystal Palace,1,1,0,0,2,0
16-01-2021,M Oliver,Wolves,West Brom,2,1,0,0,3,0
16-01-2021,K Friend,Leeds,Brighton,1,1,0,0,2,0
16-01-2021,C Kavanagh,West Ham,Burnley,2,1,0,0,3,0
16-01-2021,P Bankes,Fulham,Chelsea,2,3,1,0,5,1
16-01-2021,S Attwell,Leicester,Southampton,2,2,0,0,4,0
17-01-2021,A Marriner,Sheffield United,Tottenham,4,0,0,0,4,0
17-01-2021,P Tierney,Liverpool,Man United,2,1,0,0,3,0
17-01-2021,L Mason,Man City,Crystal Palace,0,0,0,0,0,0
18-01-2021,D Coote,Arsenal,Newcastle,0,0,0,0,0,0
19-01-2021,G Scott,West Ham,West Brom,0,1,0,0,1,0
19-01-2021,C Pawson,Leicester,Chelsea,1,3,0,0,4,0
20-01-2021,J Moss,Man City,Aston Villa,0,2,0,0,2,0
20-01-2021,M Atkinson,Fulham,Man United,3,1,0,0,4,0
21-01-2021,M Dean,Liverpool,Burnley,2,1,0,0,3,0
23-01-2021,S Hooper,Aston Villa,Newcastle,0,3,0,0,3,0
26-01-2021,S Attwell,Crystal Palace,West Ham,0,0,0,0,0,0
26-01-2021,A Taylor,Newcastle,Leeds,1,3,0,0,4,0
26-01-2021,K Friend,Southampton,Arsenal,1,2,0,0,3,0
26-01-2021,C Kavanagh,West Brom,Man City,2,0,0,0,2,0
27-01-2021,P Tierney,Burnley,Aston Villa,1,0,0,0,1,0
27-01-2021,A Madley,Chelsea,Wolves,1,1,0,0,2,0
27-01-2021,C Pawson,Brighton,Fulham,2,1,0,0,3,0
27-01-2021,M Dean,Everton,Leicester,1,1,0,0,2,0
27-01-2021,P Bankes,Man United,Sheffield United,1,1,0,0,2,0
28-01-2021,M Atkinson,Tottenham,Liverpool,1,2,0,0,3,0
30-01-2021,S Attwell,Everton,Newcastle,3,4,0,0,7,0
30-01-2021,S Hooper,Crystal Palace,Wolves,1,2,0,0,3,0
30-01-2021,D Coote,Man City,Sheffield United,0,3,0,0,3,0
30-01-2021,A Taylor,West Brom,Fulham,1,0,0,0,1,0
30-01-2021,M Oliver,Arsenal,Man United,1,3,0,0,4,0
30-01-2021,L Mason,Southampton,Aston Villa,1,0,0,0,1,0
31-01-2021,G Scott,Chelsea,Burnley,0,1,0,0,1,0
31-01-2021,C Kavanagh,Leicester,Leeds,0,3,0,0,3,0
31-01-2021,J Moss,West Ham,Liverpool,2,0,0,0,2,0
31-01-2021,P Bankes,Brighton,Tottenham,2,1,0,0,3,0
02-02-2021,P Tierney,Sheffield United,West Brom,2,1,0,0,3,0
02-02-2021,C Pawson,Wolves,Arsenal,3,2,0,2,5,2
02-02-2021,M Dean,Man United,Southampton,2,3,0,2,5,2
02-02-2021,D England,Newcastle,Crystal Palace,1,3,0,0,4,0
03-02-2021,M Atkinson,Burnley,Man City,2,1,0,0,3,0
03-02-2021,R Jones,Fulham,Leicester,3,1,0,0,4,0
03-02-2021,M Oliver,Leeds,Everton,2,3,0,0,5,0
03-02-2021,A Madley,Aston Villa,West Ham,1,1,0,0,2,0
03-02-2021,K Friend,Liverpool,Brighton,1,0,0,0,1,0
04-02-2021,A Marriner,Tottenham,Chelsea,2,3,0,0,5,0
06-02-2021,C Kavanagh,Aston Villa,Arsenal,3,2,0,0,5,0
06-02-2021,A Taylor,Burnley,Brighton,2,0,0,0,2,0
06-02-2021,C Pawson,Newcastle,Southampton,2,1,1,0,3,1
06-02-2021,M Dean,Fulham,West Ham,1,2,0,1,3,1
06-02-2021,J Moss,Man United,Everton,2,1,0,0,3,0
07-02-2021,S Attwell,Tottenham,West Brom,1,2,0,0,3,0
07-02-2021,M Atkinson,Wolves,Leicester,1,3,0,0,4,0
07-02-2021,M Oliver,Liverpool,Man City,2,1,0,0,3,0
07-02-2021,K Friend,Sheffield United,Chelsea,1,0,0,0,1,0
08-02-2021,A Marriner,Leeds,Crystal Palace,0,2,0,0,2,0
13-02-2021,A Taylor,Leicester,Liverpool,1,2,0,0,3,0
13-02-2021,M Oliver,Crystal Palace,Burnley,0,0,0,0,0,0
13-02-2021,P Tierney,Man City,Tottenham,1,3,0,0,4,0
13-02-2021,D England,Brighton,Aston Villa,2,3,0,0,5,0
14-02-2021,G Scott,Southampton,Wolves,2,2,0,0,4,0
14-02-2021,C Pawson,West Brom,Man United,5,0,0,0,5,0
14-02-2021,S Attwell,Arsenal,Leeds,0,2,0,0,2,0
14-02-2021,A Madley,Everton,Fulham,1,1,0,0,2,0
15-02-2021,S Hooper,West Ham,Sheffield United,0,2,0,0,2,0
15-02-2021,P Bankes,Chelsea,Newcastle,0,0,0,0,0,0
17-02-2021,J Moss,Burnley,Fulham,1,1,0,0,2,0
17-02-2021,A Marriner,Everton,Man City,2,1,0,0,3,0
19-02-2021,D Coote,Wolves,Leeds,1,0,0,0,1,0
20-02-2021,A Taylor,Southampton,Chelsea,1,1,0,0,2,0
20-02-2021,M Dean,Burnley,West Brom,3,0,0,1,3,1
20-02-2021,C Kavanagh,Liverpool,Everton,2,1,0,0,3,0
20-02-2021,M Atkinson,Fulham,Sheffield United,1,2,0,0,3,0
21-02-2021,C Pawson,West Ham,Tottenham,4,3,0,0,7,0
21-02-2021,M Oliver,Aston Villa,Leicester,2,1,0,0,3,0
21-02-2021,J Moss,Arsenal,Man City,2,2,0,0,4,0
21-02-2021,P Tierney,Man United,Newcastle,1,2,0,0,3,0
22-02-2021,K Friend,Brighton,Crystal Palace,2,0,0,0,2,0
23-02-2021,A Marriner,Leeds,Southampton,1,2,0,0,3,0
27-02-2021,M Oliver,Man City,West Ham,1,1,0,0,2,0
27-02-2021,L Mason,West Brom,Brighton,0,0,0,0,0,0
27-02-2021,P Bankes,Leeds,Aston Villa,3,2,0,0,5,0
27-02-2021,M Dean,Newcastle,Wolves,2,0,0,0,2,0
28-02-2021,A Taylor,Crystal Palace,Fulham,1,1,0,0,2,0
